time,algorithm,allocatedBytes,freeBytes,requiredBytes,externalFragments,percentMemoryInUse,percentMemoryFree,percentInternalFragmentation
5280,FF,0,40000,0,1,0,100,0
5280,NF,0,40000,0,1,0,100,0
5280,BF,0,40000,0,1,0,100,0
5280,WF,0,40000,0,1,0,100,0
5300,FF,0,40000,0,1,0,100,0
5300,NF,0,40000,0,1,0,100,0
5300,BF,0,40000,0,1,0,100,0
5300,WF,0,40000,0,1,0,100,0
5320,FF,0,40000,0,1,0,100,0
5320,NF,0,40000,0,1,0,100,0
5320,BF,0,40000,0,1,0,100,0
5320,WF,0,40000,0,1,0,100,0
5340,FF,0,40000,0,1,0,100,0
5340,NF,0,40000,0,1,0,100,0
5340,BF,0,40000,0,1,0,100,0
5340,WF,0,40000,0,1,0,100,0
5360,FF,0,40000,0,1,0,100,0
5360,NF,0,40000,0,1,0,100,0
5360,BF,0,40000,0,1,0,100,0
5360,WF,0,40000,0,1,0,100,0
5380,FF,0,40000,0,1,0,100,0
5380,NF,0,40000,0,1,0,100,0
5380,BF,0,40000,0,1,0,100,0
5380,WF,0,40000,0,1,0,100,0
5400,FF,0,40000,0,1,0,100,0
5400,NF,0,40000,0,1,0,100,0
5400,BF,0,40000,0,1,0,100,0
5400,WF,0,40000,0,1,0,100,0
5420,FF,0,40000,0,1,0,100,0
5420,NF,0,40000,0,1,0,100,0
5420,BF,0,40000,0,1,0,100,0
5420,WF,0,40000,0,1,0,100,0
5440,FF,0,40000,0,1,0,100,0
5440,NF,0,40000,0,1,0,100,0
5440,BF,0,40000,0,1,0,100,0
5440,WF,0,40000,0,1,0,100,0
5460,FF,0,40000,0,1,0,100,0
5460,NF,0,40000,0,1,0,100,0
5460,BF,0,40000,0,1,0,100,0
5460,WF,0,40000,0,1,0,100,0
5480,FF,0,40000,0,1,0,100,0
5480,NF,0,40000,0,1,0,100,0
5480,BF,0,40000,0,1,0,100,0
5480,WF,0,40000,0,1,0,100,0
5500,FF,0,40000,0,1,0,100,0
5500,NF,0,40000,0,1,0,100,0
5500,BF,0,40000,0,1,0,100,0
5500,WF,0,40000,0,1,0,100,0
5520,FF,0,40000,0,1,0,100,0
5520,NF,0,40000,0,1,0,100,0
5520,BF,0,40000,0,1,0,100,0
5520,WF,0,40000,0,1,0,100,0
5540,FF,0,40000,0,1,0,100,0
5540,NF,0,40000,0,1,0,100,0
5540,BF,0,40000,0,1,0,100,0
5540,WF,0,40000,0,1,0,100,0
5560,FF,0,40000,0,1,0,100,0
5560,NF,0,40000,0,1,0,100,0
5560,BF,0,40000,0,1,0,100,0
5560,WF,0,40000,0,1,0,100,0
5580,FF,0,40000,0,1,0,100,0
5580,NF,0,40000,0,1,0,100,0
5580,BF,0,40000,0,1,0,100,0
5580,WF,0,40000,0,1,0,100,0
5600,FF,0,40000,0,1,0,100,0
5600,NF,0,40000,0,1,0,100,0
5600,BF,0,40000,0,1,0,100,0
5600,WF,0,40000,0,1,0,100,0
5620,FF,0,40000,0,1,0,100,0
5620,NF,0,40000,0,1,0,100,0
5620,BF,0,40000,0,1,0,100,0
5620,WF,0,40000,0,1,0,100,0
5640,FF,0,40000,0,1,0,100,0
5640,NF,0,40000,0,1,0,100,0
5640,BF,0,40000,0,1,0,100,0
5640,WF,0,40000,0,1,0,100,0
5660,FF,0,40000,0,1,0,100,0
5660,NF,0,40000,0,1,0,100,0
5660,BF,0,40000,0,1,0,100,0
5660,WF,0,40000,0,1,0,100,0
5680,FF,0,40000,0,1,0,100,0
5680,NF,0,40000,0,1,0,100,0
5680,BF,0,40000,0,1,0,100,0
5680,WF,0,40000,0,1,0,100,0
5700,FF,0,40000,0,1,0,100,0
5700,NF,0,40000,0,1,0,100,0
5700,BF,0,40000,0,1,0,100,0
5700,WF,0,40000,0,1,0,100,0
5720,FF,0,40000,0,1,0,100,0
5720,NF,0,40000,0,1,0,100,0
5720,BF,0,40000,0,1,0,100,0
5720,WF,0,40000,0,1,0,100,0
5740,FF,0,40000,0,1,0,100,0
5740,NF,0,40000,0,1,0,100,0
5740,BF,0,40000,0,1,0,100,0
5740,WF,0,40000,0,1,0,100,0
5760,FF,0,40000,0,1,0,100,0
5760,NF,0,40000,0,1,0,100,0
5760,BF,0,40000,0,1,0,100,0
5760,WF,0,40000,0,1,0,100,0
5780,FF,0,40000,0,1,0,100,0
5780,NF,0,40000,0,1,0,100,0
5780,BF,0,40000,0,1,0,100,0
5780,WF,0,40000,0,1,0,100,0
5800,FF,0,40000,0,1,0,100,0
5800,NF,0,40000,0,1,0,100,0
5800,BF,0,40000,0,1,0,100,0
5800,WF,0,40000,0,1,0,100,0
5820,FF,0,40000,0,1,0,100,0
5820,NF,0,40000,0,1,0,100,0
5820,BF,0,40000,0,1,0,100,0
5820,WF,0,40000,0,1,0,100,0
5840,FF,0,40000,0,1,0,100,0
5840,NF,0,40000,0,1,0,100,0
5840,BF,0,40000,0,1,0,100,0
5840,WF,0,40000,0,1,0,100,0
5860,FF,0,40000,0,1,0,100,0
5860,NF,0,40000,0,1,0,100,0
5860,BF,0,40000,0,1,0,100,0
5860,WF,0,40000,0,1,0,100,0
5880,FF,0,40000,0,1,0,100,0
5880,NF,0,40000,0,1,0,100,0
5880,BF,0,40000,0,1,0,100,0
5880,WF,0,40000,0,1,0,100,0
5900,FF,0,40000,0,1,0,100,0
5900,NF,0,40000,0,1,0,100,0
5900,BF,0,40000,0,1,0,100,0
5900,WF,0,40000,0,1,0,100,0
5920,FF,0,40000,0,1,0,100,0
5920,NF,0,40000,0,1,0,100,0
5920,BF,0,40000,0,1,0,100,0
5920,WF,0,40000,0,1,0,100,0
5940,FF,0,40000,0,1,0,100,0
5940,NF,0,40000,0,1,0,100,0
5940,BF,0,40000,0,1,0,100,0
5940,WF,0,40000,0,1,0,100,0
5960,FF,0,40000,0,1,0,100,0
5960,NF,0,40000,0,1,0,100,0
5960,BF,0,40000,0,1,0,100,0
5960,WF,0,40000,0,1,0,100,0
5980,FF,0,40000,0,1,0,100,0
5980,NF,0,40000,0,1,0,100,0
5980,BF,0,40000,0,1,0,100,0
5980,WF,0,40000,0,1,0,100,0
6000,FF,0,40000,0,1,0,100,0
6000,NF,0,40000,0,1,0,100,0
6000,BF,0,40000,0,1,0,100,0
6000,WF,0,40000,0,1,0,100,0
6020,FF,0,40000,0,1,0,100,0
6020,NF,0,40000,0,1,0,100,0
6020,BF,0,40000,0,1,0,100,0
6020,WF,0,40000,0,1,0,100,0
6040,FF,0,40000,0,1,0,100,0
6040,NF,0,40000,0,1,0,100,0
6040,BF,0,40000,0,1,0,100,0
6040,WF,0,40000,0,1,0,100,0
6060,FF,0,40000,0,1,0,100,0
6060,NF,0,40000,0,1,0,100,0
6060,BF,0,40000,0,1,0,100,0
6060,WF,0,40000,0,1,0,100,0
6080,FF,0,40000,0,1,0,100,0
6080,NF,0,40000,0,1,0,100,0
6080,BF,0,40000,0,1,0,100,0
6080,WF,0,40000,0,1,0,100,0
6100,FF,0,40000,0,1,0,100,0
6100,NF,0,40000,0,1,0,100,0
6100,BF,0,40000,0,1,0,100,0
6100,WF,0,40000,0,1,0,100,0
6120,FF,0,40000,0,1,0,100,0
6120,NF,0,40000,0,1,0,100,0
6120,BF,0,40000,0,1,0,100,0
6120,WF,0,40000,0,1,0,100,0
6140,FF,0,40000,0,1,0,100,0
6140,NF,0,40000,0,1,0,100,0
6140,BF,0,40000,0,1,0,100,0
6140,WF,0,40000,0,1,0,100,0
6160,FF,0,40000,0,1,0,100,0
6160,NF,0,40000,0,1,0,100,0
6160,BF,0,40000,0,1,0,100,0
6160,WF,0,40000,0,1,0,100,0
6180,FF,0,40000,0,1,0,100,0
6180,NF,0,40000,0,1,0,100,0
6180,BF,0,40000,0,1,0,100,0
6180,WF,0,40000,0,1,0,100,0
6200,FF,0,40000,0,1,0,100,0
6200,NF,0,40000,0,1,0,100,0
6200,BF,0,40000,0,1,0,100,0
6200,WF,0,40000,0,1,0,100,0
6220,FF,0,40000,0,1,0,100,0
6220,NF,0,40000,0,1,0,100,0
6220,BF,0,40000,0,1,0,100,0
6220,WF,0,40000,0,1,0,100,0
6240,FF,0,40000,0,1,0,100,0
6240,NF,0,40000,0,1,0,100,0
6240,BF,0,40000,0,1,0,100,0
6240,WF,0,40000,0,1,0,100,0
6260,FF,0,40000,0,1,0,100,0
6260,NF,0,40000,0,1,0,100,0
6260,BF,0,40000,0,1,0,100,0
6260,WF,0,40000,0,1,0,100,0
6280,FF,0,40000,0,1,0,100,0
6280,NF,0,40000,0,1,0,100,0
6280,BF,0,40000,0,1,0,100,0
6280,WF,0,40000,0,1,0,100,0
6300,FF,0,40000,0,1,0,100,0
6300,NF,0,40000,0,1,0,100,0
6300,BF,0,40000,0,1,0,100,0
6300,WF,0,40000,0,1,0,100,0
6320,FF,0,40000,0,1,0,100,0
6320,NF,0,40000,0,1,0,100,0
6320,BF,0,40000,0,1,0,100,0
6320,WF,0,40000,0,1,0,100,0
6340,FF,0,40000,0,1,0,100,0
6340,NF,0,40000,0,1,0,100,0
6340,BF,0,40000,0,1,0,100,0
6340,WF,0,40000,0,1,0,100,0
6360,FF,0,40000,0,1,0,100,0
6360,NF,0,40000,0,1,0,100,0
6360,BF,0,40000,0,1,0,100,0
6360,WF,0,40000,0,1,0,100,0
6380,FF,0,40000,0,1,0,100,0
6380,NF,0,40000,0,1,0,100,0
6380,BF,0,40000,0,1,0,100,0
6380,WF,0,40000,0,1,0,100,0
6400,FF,0,40000,0,1,0,100,0
6400,NF,0,40000,0,1,0,100,0
6400,BF,0,40000,0,1,0,100,0
6400,WF,0,40000,0,1,0,100,0
6420,FF,0,40000,0,1,0,100,0
6420,NF,0,40000,0,1,0,100,0
6420,BF,0,40000,0,1,0,100,0
6420,WF,0,40000,0,1,0,100,0
6440,FF,0,40000,0,1,0,100,0
6440,NF,0,40000,0,1,0,100,0
6440,BF,0,40000,0,1,0,100,0
6440,WF,0,40000,0,1,0,100,0
6460,FF,0,40000,0,1,0,100,0
6460,NF,0,40000,0,1,0,100,0
6460,BF,0,40000,0,1,0,100,0
6460,WF,0,40000,0,1,0,100,0
6480,FF,0,40000,0,1,0,100,0
6480,NF,0,40000,0,1,0,100,0
6480,BF,0,40000,0,1,0,100,0
6480,WF,0,40000,0,1,0,100,0
6500,FF,0,40000,0,1,0,100,0
6500,NF,0,40000,0,1,0,100,0
6500,BF,0,40000,0,1,0,100,0
6500,WF,0,40000,0,1,0,100,0
6520,FF,0,40000,0,1,0,100,0
6520,NF,0,40000,0,1,0,100,0
6520,BF,0,40000,0,1,0,100,0
6520,WF,0,40000,0,1,0,100,0
6540,FF,0,40000,0,1,0,100,0
6540,NF,0,40000,0,1,0,100,0
6540,BF,0,40000,0,1,0,100,0
6540,WF,0,40000,0,1,0,100,0
6560,FF,0,40000,0,1,0,100,0
6560,NF,0,40000,0,1,0,100,0
6560,BF,0,40000,0,1,0,100,0
6560,WF,0,40000,0,1,0,100,0
6580,FF,0,40000,0,1,0,100,0
6580,NF,0,40000,0,1,0,100,0
6580,BF,0,40000,0,1,0,100,0
6580,WF,0,40000,0,1,0,100,0
6600,FF,0,40000,0,1,0,100,0
6600,NF,0,40000,0,1,0,100,0
6600,BF,0,40000,0,1,0,100,0
6600,WF,0,40000,0,1,0,100,0
6620,FF,0,40000,0,1,0,100,0
6620,NF,0,40000,0,1,0,100,0
6620,BF,0,40000,0,1,0,100,0
6620,WF,0,40000,0,1,0,100,0
6640,FF,0,40000,0,1,0,100,0
6640,NF,0,40000,0,1,0,100,0
6640,BF,0,40000,0,1,0,100,0
6640,WF,0,40000,0,1,0,100,0
6660,FF,0,40000,0,1,0,100,0
6660,NF,0,40000,0,1,0,100,0
6660,BF,0,40000,0,1,0,100,0
6660,WF,0,40000,0,1,0,100,0
6680,FF,0,40000,0,1,0,100,0
6680,NF,0,40000,0,1,0,100,0
6680,BF,0,40000,0,1,0,100,0
6680,WF,0,40000,0,1,0,100,0
6700,FF,0,40000,0,1,0,100,0
6700,NF,0,40000,0,1,0,100,0
6700,BF,0,40000,0,1,0,100,0
6700,WF,0,40000,0,1,0,100,0
6720,FF,0,40000,0,1,0,100,0
6720,NF,0,40000,0,1,0,100,0
6720,BF,0,40000,0,1,0,100,0
6720,WF,0,40000,0,1,0,100,0
6740,FF,0,40000,0,1,0,100,0
6740,NF,0,40000,0,1,0,100,0
6740,BF,0,40000,0,1,0,100,0
6740,WF,0,40000,0,1,0,100,0
6760,FF,0,40000,0,1,0,100,0
6760,NF,0,40000,0,1,0,100,0
6760,BF,0,40000,0,1,0,100,0
6760,WF,0,40000,0,1,0,100,0
6780,FF,0,40000,0,1,0,100,0
6780,NF,0,40000,0,1,0,100,0
6780,BF,0,40000,0,1,0,100,0
6780,WF,0,40000,0,1,0,100,0
6800,FF,0,40000,0,1,0,100,0
6800,NF,0,40000,0,1,0,100,0
6800,BF,0,40000,0,1,0,100,0
6800,WF,0,40000,0,1,0,100,0
6820,FF,0,40000,0,1,0,100,0
6820,NF,0,40000,0,1,0,100,0
6820,BF,0,40000,0,1,0,100,0
6820,WF,0,40000,0,1,0,100,0
6840,FF,0,40000,0,1,0,100,0
6840,NF,0,40000,0,1,0,100,0
6840,BF,0,40000,0,1,0,100,0
6840,WF,0,40000,0,1,0,100,0
6860,FF,0,40000,0,1,0,100,0
6860,NF,0,40000,0,1,0,100,0
6860,BF,0,40000,0,1,0,100,0
6860,WF,0,40000,0,1,0,100,0
6880,FF,0,40000,0,1,0,100,0
6880,NF,0,40000,0,1,0,100,0
6880,BF,0,40000,0,1,0,100,0
6880,WF,0,40000,0,1,0,100,0
6900,FF,0,40000,0,1,0,100,0
6900,NF,0,40000,0,1,0,100,0
6900,BF,0,40000,0,1,0,100,0
6900,WF,0,40000,0,1,0,100,0
6920,FF,0,40000,0,1,0,100,0
6920,NF,0,40000,0,1,0,100,0
6920,BF,0,40000,0,1,0,100,0
6920,WF,0,40000,0,1,0,100,0
6940,FF,0,40000,0,1,0,100,0
6940,NF,0,40000,0,1,0,100,0
6940,BF,0,40000,0,1,0,100,0
6940,WF,0,40000,0,1,0,100,0
6960,FF,0,40000,0,1,0,100,0
6960,NF,0,40000,0,1,0,100,0
6960,BF,0,40000,0,1,0,100,0
6960,WF,0,40000,0,1,0,100,0
6980,FF,0,40000,0,1,0,100,0
6980,NF,0,40000,0,1,0,100,0
6980,BF,0,40000,0,1,0,100,0
6980,WF,0,40000,0,1,0,100,0
7000,FF,0,40000,0,1,0,100,0
7000,NF,0,40000,0,1,0,100,0
7000,BF,0,40000,0,1,0,100,0
7000,WF,0,40000,0,1,0,100,0
7020,FF,0,40000,0,1,0,100,0
7020,NF,0,40000,0,1,0,100,0
7020,BF,0,40000,0,1,0,100,0
7020,WF,0,40000,0,1,0,100,0
7040,FF,0,40000,0,1,0,100,0
7040,NF,0,40000,0,1,0,100,0
7040,BF,0,40000,0,1,0,100,0
7040,WF,0,40000,0,1,0,100,0
7060,FF,0,40000,0,1,0,100,0
7060,NF,0,40000,0,1,0,100,0
7060,BF,0,40000,0,1,0,100,0
7060,WF,0,40000,0,1,0,100,0
7080,FF,0,40000,0,1,0,100,0
7080,NF,0,40000,0,1,0,100,0
7080,BF,0,40000,0,1,0,100,0
7080,WF,0,40000,0,1,0,100,0
7100,FF,0,40000,0,1,0,100,0
7100,NF,0,40000,0,1,0,100,0
7100,BF,0,40000,0,1,0,100,0
7100,WF,0,40000,0,1,0,100,0
7120,FF,0,40000,0,1,0,100,0
7120,NF,0,40000,0,1,0,100,0
7120,BF,0,40000,0,1,0,100,0
7120,WF,0,40000,0,1,0,100,0
7140,FF,0,40000,0,1,0,100,0
7140,NF,0,40000,0,1,0,100,0
7140,BF,0,40000,0,1,0,100,0
7140,WF,0,40000,0,1,0,100,0
7160,FF,0,40000,0,1,0,100,0
7160,NF,0,40000,0,1,0,100,0
7160,BF,0,40000,0,1,0,100,0
7160,WF,0,40000,0,1,0,100,0
7180,FF,0,40000,0,1,0,100,0
7180,NF,0,40000,0,1,0,100,0
7180,BF,0,40000,0,1,0,100,0
7180,WF,0,40000,0,1,0,100,0
7200,FF,0,40000,0,1,0,100,0
7200,NF,0,40000,0,1,0,100,0
7200,BF,0,40000,0,1,0,100,0
7200,WF,0,40000,0,1,0,100,0
7220,FF,0,40000,0,1,0,100,0
7220,NF,0,40000,0,1,0,100,0
7220,BF,0,40000,0,1,0,100,0
7220,WF,0,40000,0,1,0,100,0
7240,FF,0,40000,0,1,0,100,0
7240,NF,0,40000,0,1,0,100,0
7240,BF,0,40000,0,1,0,100,0
7240,WF,0,40000,0,1,0,100,0
7260,FF,0,40000,0,1,0,100,0
7260,NF,0,40000,0,1,0,100,0
7260,BF,0,40000,0,1,0,100,0
7260,WF,0,40000,0,1,0,100,0
7280,FF,0,40000,0,1,0,100,0
7280,NF,0,40000,0,1,0,100,0
7280,BF,0,40000,0,1,0,100,0
7280,WF,0,40000,0,1,0,100,0
7300,FF,0,40000,0,1,0,100,0
7300,NF,0,40000,0,1,0,100,0
7300,BF,0,40000,0,1,0,100,0
7300,WF,0,40000,0,1,0,100,0
7320,FF,0,40000,0,1,0,100,0
7320,NF,0,40000,0,1,0,100,0
7320,BF,0,40000,0,1,0,100,0
7320,WF,0,40000,0,1,0,100,0
7340,FF,0,40000,0,1,0,100,0
7340,NF,0,40000,0,1,0,100,0
7340,BF,0,40000,0,1,0,100,0
7340,WF,0,40000,0,1,0,100,0
7360,FF,0,40000,0,1,0,100,0
7360,NF,0,40000,0,1,0,100,0
7360,BF,0,40000,0,1,0,100,0
7360,WF,0,40000,0,1,0,100,0
7380,FF,0,40000,0,1,0,100,0
7380,NF,0,40000,0,1,0,100,0
7380,BF,0,40000,0,1,0,100,0
7380,WF,0,40000,0,1,0,100,0
7400,FF,0,40000,0,1,0,100,0
7400,NF,0,40000,0,1,0,100,0
7400,BF,0,40000,0,1,0,100,0
7400,WF,0,40000,0,1,0,100,0
7420,FF,0,40000,0,1,0,100,0
7420,NF,0,40000,0,1,0,100,0
7420,BF,0,40000,0,1,0,100,0
7420,WF,0,40000,0,1,0,100,0
7440,FF,0,40000,0,1,0,100,0
7440,NF,0,40000,0,1,0,100,0
7440,BF,0,40000,0,1,0,100,0
7440,WF,0,40000,0,1,0,100,0
7460,FF,0,40000,0,1,0,100,0
7460,NF,0,40000,0,1,0,100,0
7460,BF,0,40000,0,1,0,100,0
7460,WF,0,40000,0,1,0,100,0
7480,FF,0,40000,0,1,0,100,0
7480,NF,0,40000,0,1,0,100,0
7480,BF,0,40000,0,1,0,100,0
7480,WF,0,40000,0,1,0,100,0
7500,FF,0,40000,0,1,0,100,0
7500,NF,0,40000,0,1,0,100,0
7500,BF,0,40000,0,1,0,100,0
7500,WF,0,40000,0,1,0,100,0
7520,FF,0,40000,0,1,0,100,0
7520,NF,0,40000,0,1,0,100,0
7520,BF,0,40000,0,1,0,100,0
7520,WF,0,40000,0,1,0,100,0
7540,FF,0,40000,0,1,0,100,0
7540,NF,0,40000,0,1,0,100,0
7540,BF,0,40000,0,1,0,100,0
7540,WF,0,40000,0,1,0,100,0
7560,FF,0,40000,0,1,0,100,0
7560,NF,0,40000,0,1,0,100,0
7560,BF,0,40000,0,1,0,100,0
7560,WF,0,40000,0,1,0,100,0
7580,FF,0,40000,0,1,0,100,0
7580,NF,0,40000,0,1,0,100,0
7580,BF,0,40000,0,1,0,100,0
7580,WF,0,40000,0,1,0,100,0
7600,FF,0,40000,0,1,0,100,0
7600,NF,0,40000,0,1,0,100,0
7600,BF,0,40000,0,1,0,100,0
7600,WF,0,40000,0,1,0,100,0
7620,FF,0,40000,0,1,0,100,0
7620,NF,0,40000,0,1,0,100,0
7620,BF,0,40000,0,1,0,100,0
7620,WF,0,40000,0,1,0,100,0
7640,FF,0,40000,0,1,0,100,0
7640,NF,0,40000,0,1,0,100,0
7640,BF,0,40000,0,1,0,100,0
7640,WF,0,40000,0,1,0,100,0
7660,FF,0,40000,0,1,0,100,0
7660,NF,0,40000,0,1,0,100,0
7660,BF,0,40000,0,1,0,100,0
7660,WF,0,40000,0,1,0,100,0
7680,FF,0,40000,0,1,0,100,0
7680,NF,0,40000,0,1,0,100,0
7680,BF,0,40000,0,1,0,100,0
7680,WF,0,40000,0,1,0,100,0
7700,FF,0,40000,0,1,0,100,0
7700,NF,0,40000,0,1,0,100,0
7700,BF,0,40000,0,1,0,100,0
7700,WF,0,40000,0,1,0,100,0
7720,FF,0,40000,0,1,0,100,0
7720,NF,0,40000,0,1,0,100,0
7720,BF,0,40000,0,1,0,100,0
7720,WF,0,40000,0,1,0,100,0
7740,FF,0,40000,0,1,0,100,0
7740,NF,0,40000,0,1,0,100,0
7740,BF,0,40000,0,1,0,100,0
7740,WF,0,40000,0,1,0,100,0
7760,FF,0,40000,0,1,0,100,0
7760,NF,0,40000,0,1,0,100,0
7760,BF,0,40000,0,1,0,100,0
7760,WF,0,40000,0,1,0,100,0
7780,FF,0,40000,0,1,0,100,0
7780,NF,0,40000,0,1,0,100,0
7780,BF,0,40000,0,1,0,100,0
7780,WF,0,40000,0,1,0,100,0
7800,FF,0,40000,0,1,0,100,0
7800,NF,0,40000,0,1,0,100,0
7800,BF,0,40000,0,1,0,100,0
7800,WF,0,40000,0,1,0,100,0
7820,FF,0,40000,0,1,0,100,0
7820,NF,0,40000,0,1,0,100,0
7820,BF,0,40000,0,1,0,100,0
7820,WF,0,40000,0,1,0,100,0
7840,FF,0,40000,0,1,0,100,0
7840,NF,0,40000,0,1,0,100,0
7840,BF,0,40000,0,1,0,100,0
7840,WF,0,40000,0,1,0,100,0
7860,FF,0,40000,0,1,0,100,0
7860,NF,0,40000,0,1,0,100,0
7860,BF,0,40000,0,1,0,100,0
7860,WF,0,40000,0,1,0,100,0
7880,FF,0,40000,0,1,0,100,0
7880,NF,0,40000,0,1,0,100,0
7880,BF,0,40000,0,1,0,100,0
7880,WF,0,40000,0,1,0,100,0
7900,FF,0,40000,0,1,0,100,0
7900,NF,0,40000,0,1,0,100,0
7900,BF,0,40000,0,1,0,100,0
7900,WF,0,40000,0,1,0,100,0
7920,FF,0,40000,0,1,0,100,0
7920,NF,0,40000,0,1,0,100,0
7920,BF,0,40000,0,1,0,100,0
7920,WF,0,40000,0,1,0,100,0
7940,FF,0,40000,0,1,0,100,0
7940,NF,0,40000,0,1,0,100,0
7940,BF,0,40000,0,1,0,100,0
7940,WF,0,40000,0,1,0,100,0
7960,FF,0,40000,0,1,0,100,0
7960,NF,0,40000,0,1,0,100,0
7960,BF,0,40000,0,1,0,100,0
7960,WF,0,40000,0,1,0,100,0
7980,FF,0,40000,0,1,0,100,0
7980,NF,0,40000,0,1,0,100,0
7980,BF,0,40000,0,1,0,100,0
7980,WF,0,40000,0,1,0,100,0
8000,FF,0,40000,0,1,0,100,0
8000,NF,0,40000,0,1,0,100,0
8000,BF,0,40000,0,1,0,100,0
8000,WF,0,40000,0,1,0,100,0
8020,FF,0,40000,0,1,0,100,0
8020,NF,0,40000,0,1,0,100,0
8020,BF,0,40000,0,1,0,100,0
8020,WF,0,40000,0,1,0,100,0
8040,FF,0,40000,0,1,0,100,0
8040,NF,0,40000,0,1,0,100,0
8040,BF,0,40000,0,1,0,100,0
8040,WF,0,40000,0,1,0,100,0
8060,FF,0,40000,0,1,0,100,0
8060,NF,0,40000,0,1,0,100,0
8060,BF,0,40000,0,1,0,100,0
8060,WF,0,40000,0,1,0,100,0
8080,FF,0,40000,0,1,0,100,0
8080,NF,0,40000,0,1,0,100,0
8080,BF,0,40000,0,1,0,100,0
8080,WF,0,40000,0,1,0,100,0
8100,FF,0,40000,0,1,0,100,0
8100,NF,0,40000,0,1,0,100,0
8100,BF,0,40000,0,1,0,100,0
8100,WF,0,40000,0,1,0,100,0
8120,FF,0,40000,0,1,0,100,0
8120,NF,0,40000,0,1,0,100,0
8120,BF,0,40000,0,1,0,100,0
8120,WF,0,40000,0,1,0,100,0
8140,FF,0,40000,0,1,0,100,0
8140,NF,0,40000,0,1,0,100,0
8140,BF,0,40000,0,1,0,100,0
8140,WF,0,40000,0,1,0,100,0
8160,FF,0,40000,0,1,0,100,0
8160,NF,0,40000,0,1,0,100,0
8160,BF,0,40000,0,1,0,100,0
8160,WF,0,40000,0,1,0,100,0
8180,FF,0,40000,0,1,0,100,0
8180,NF,0,40000,0,1,0,100,0
8180,BF,0,40000,0,1,0,100,0
8180,WF,0,40000,0,1,0,100,0
8200,FF,0,40000,0,1,0,100,0
8200,NF,0,40000,0,1,0,100,0
8200,BF,0,40000,0,1,0,100,0
8200,WF,0,40000,0,1,0,100,0
8220,FF,0,40000,0,1,0,100,0
8220,NF,0,40000,0,1,0,100,0
8220,BF,0,40000,0,1,0,100,0
8220,WF,0,40000,0,1,0,100,0
8240,FF,0,40000,0,1,0,100,0
8240,NF,0,40000,0,1,0,100,0
8240,BF,0,40000,0,1,0,100,0
8240,WF,0,40000,0,1,0,100,0
8260,FF,0,40000,0,1,0,100,0
8260,NF,0,40000,0,1,0,100,0
8260,BF,0,40000,0,1,0,100,0
8260,WF,0,40000,0,1,0,100,0
8280,FF,0,40000,0,1,0,100,0
8280,NF,0,40000,0,1,0,100,0
8280,BF,0,40000,0,1,0,100,0
8280,WF,0,40000,0,1,0,100,0
8300,FF,0,40000,0,1,0,100,0
8300,NF,0,40000,0,1,0,100,0
8300,BF,0,40000,0,1,0,100,0
8300,WF,0,40000,0,1,0,100,0
8320,FF,0,40000,0,1,0,100,0
8320,NF,0,40000,0,1,0,100,0
8320,BF,0,40000,0,1,0,100,0
8320,WF,0,40000,0,1,0,100,0
8340,FF,0,40000,0,1,0,100,0
8340,NF,0,40000,0,1,0,100,0
8340,BF,0,40000,0,1,0,100,0
8340,WF,0,40000,0,1,0,100,0
8360,FF,0,40000,0,1,0,100,0
8360,NF,0,40000,0,1,0,100,0
8360,BF,0,40000,0,1,0,100,0
8360,WF,0,40000,0,1,0,100,0
8380,FF,0,40000,0,1,0,100,0
8380,NF,0,40000,0,1,0,100,0
8380,BF,0,40000,0,1,0,100,0
8380,WF,0,40000,0,1,0,100,0
8400,FF,0,40000,0,1,0,100,0
8400,NF,0,40000,0,1,0,100,0
8400,BF,0,40000,0,1,0,100,0
8400,WF,0,40000,0,1,0,100,0
8420,FF,0,40000,0,1,0,100,0
8420,NF,0,40000,0,1,0,100,0
8420,BF,0,40000,0,1,0,100,0
8420,WF,0,40000,0,1,0,100,0
8440,FF,0,40000,0,1,0,100,0
8440,NF,0,40000,0,1,0,100,0
8440,BF,0,40000,0,1,0,100,0
8440,WF,0,40000,0,1,0,100,0
8460,FF,0,40000,0,1,0,100,0
8460,NF,0,40000,0,1,0,100,0
8460,BF,0,40000,0,1,0,100,0
8460,WF,0,40000,0,1,0,100,0
8480,FF,0,40000,0,1,0,100,0
8480,NF,0,40000,0,1,0,100,0
8480,BF,0,40000,0,1,0,100,0
8480,WF,0,40000,0,1,0,100,0
8500,FF,0,40000,0,1,0,100,0
8500,NF,0,40000,0,1,0,100,0
8500,BF,0,40000,0,1,0,100,0
8500,WF,0,40000,0,1,0,100,0
8520,FF,0,40000,0,1,0,100,0
8520,NF,0,40000,0,1,0,100,0
8520,BF,0,40000,0,1,0,100,0
8520,WF,0,40000,0,1,0,100,0
8540,FF,0,40000,0,1,0,100,0
8540,NF,0,40000,0,1,0,100,0
8540,BF,0,40000,0,1,0,100,0
8540,WF,0,40000,0,1,0,100,0
8560,FF,0,40000,0,1,0,100,0
8560,NF,0,40000,0,1,0,100,0
8560,BF,0,40000,0,1,0,100,0
8560,WF,0,40000,0,1,0,100,0
8580,FF,0,40000,0,1,0,100,0
8580,NF,0,40000,0,1,0,100,0
8580,BF,0,40000,0,1,0,100,0
